119,Feb 16,510.0,1.0,1850,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-convenient-studio-unit-in-the/7443671269.html
136,Feb 16,700.0,2.0,1800,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bright-spacious-with-granite/7446882120.html
143,Feb 16,398.0,1.0,1800,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-elevators-underground-parking/7445951081.html
149,Feb 16,570.0,1.0,1850,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-available-april-1st/7446869829.html
154,Feb 16,506.0,1.0,1950,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bath-condo-south/7441081080.html
159,Feb 16,588.0,1.0,1995,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-vistarealtynet-fabulous/7437622331.html
163,Feb 16,465.0,1.0,1785,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-studio-apartment-in-trout/7446864520.html
169,Feb 16,753.0,1.0,1900,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-nice-unit-close-to-kits-beach/7441861823.html
178,Feb 16,200.0,1.0,1245,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-micro-suite-for-rent/7446856898.html
179,Feb 16,200.0,1.0,1245,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-micro-unit-for-rent/7446856724.html
182,Feb 16,,1.0,1120,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-598-sqf-corner-unit-for-rent/7446853724.html
188,Feb 16,650.0,1.0,1455,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bdrm-1455-on-kerisdalle/7440586794.html
195,Feb 16,575.0,1.0,1635,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-gvw-woodlands-pvt-balcony/7446846089.html
196,Feb 16,450.0,1.0,1800,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-penthouse-1bed-1bath-with/7446844598.html
210,Feb 16,539.0,1.0,1800,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-studio-loft-in/7446840510.html
214,Feb 16,600.0,2.0,1995,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-very-bright-new/7445713960.html
215,Feb 16,,2.0,2000,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-highrise-condo-21-1-bedroom/7441887603.html
217,Feb 16,569.0,1.0,1500,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-apartment-for-rent-in/7446834126.html
225,Feb 16,,2.0,1950,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-renovated-2br-suite-available/7443864758.html
237,Feb 16,625.0,1.0,1795,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-garden-suite-kits/7446829554.html
255,Feb 16,598.0,1.0,1795,vancouver,https://vancouver.craigslist.org/van/apa/d/surrey-inner-northwest-surrey/7441483368.html
256,Feb 16,480.0,1.0,1775,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-studio-apartment/7437580508.html
260,Feb 16,,2.0,1950,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-bedroom-garden/7441818542.html
262,Feb 16,615.0,1.0,1850,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-bedroom-bath/7446797993.html
290,Feb 16,750.0,1.0,1900,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-kitsilano-spacious-bed-suite/7446796966.html
305,Feb 16,400.0,1.0,1350,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-south-granville-studio/7435308714.html
306,Feb 16,,1.0,1950,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-main-street-renovated-bedroom/7445898112.html
316,Feb 16,330.0,1.0,2000,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-studio-central/7446788216.html
327,Feb 16,694.0,1.0,1945,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-kitsilano-bedroom-den-deck/7444876857.html
330,Feb 16,450.0,1.0,1800,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-prime-westend-location-bright/7442971826.html
331,Feb 16,500.0,1.0,1600,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-open-thurs-feb-17-bright-3rd/7443926517.html
341,Feb 16,750.0,1.0,1750,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-kits-1br-big-beautiful-suite/7445863694.html
346,Feb 16,750.0,1.0,1750,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-kits-1br-big-beautiful-suite/7444646732.html
354,Feb 16,642.0,1.0,1750,vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-mclean-one-bedroom-apartment/7446737155.html
355,Feb 16,800.0,1.0,1950,vancouver,https://vancouver.craigslist.org/van/apa/d/mount-pleasant-spacious-bed-bath-near/7443350020.html
